LabVIEW Measurement	
Writer_Version	0.92
Reader_Version	1
Separator	Tab
Multi_Headings	No
X_Columns	One
Time_Pref	Relative
Operator	testusers
Date	2019/11/07
Time	11:01:56.46875
***End_of_Header***	
	
Channels	2		
Samples	30000	30000	
Date	2019/11/07	2019/11/07	
Time	11:41:31.921875	11:41:31.921875	
X_Dimension	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	0.001000	0.001000	
***End_of_Header***			
X_Value	Displacement 1	Displacement 2	Comment
0.000000	0.000000	0.000000
0.001000	2.889791E-10	2.046348E-15
0.002000	-5.137778E-14	-3.638215E-19
0.003000	-8.669760E-10	-6.139317E-15
0.004000	3.596676E-13	2.546914E-18
0.005000	3.179040E-9	2.251174E-14
0.006000	-2.003980E-12	-1.419079E-17
0.007000	-1.184961E-8	-8.391064E-14
0.008000	9.969092E-12	7.059414E-17
0.009000	4.422097E-8	3.131420E-13
0.010000	-4.650799E-11	-3.293370E-16
0.011000	-1.650402E-7	-1.168699E-12
0.012000	2.082958E-10	1.475006E-15
0.013000	6.159617E-7	4.361810E-12
0.014000	-9.069847E-10	-6.422631E-15
0.015000	-2.298889E-6	-1.627912E-11
0.016000	3.868695E-9	2.739539E-14
0.017000	8.579898E-6	6.075684E-11
0.018000	-1.624387E-8	-1.150277E-13
0.019000	-3.202185E-5	-2.267563E-10
0.020000	6.736273E-8	4.770157E-13
0.021000	0.000120	8.462986E-10
0.022000	-2.765572E-7	-1.958384E-12
0.023000	-0.000446	-3.158551E-9
0.024000	1.126020E-6	7.973685E-12
0.025000	0.002218	1.178832E-8
0.026000	0.004414	-3.223991E-11
0.027000	0.004823	-4.399631E-8
0.028000	0.004413	1.295839E-10
0.029000	0.004420	1.642028E-7
0.030000	0.004413	-5.181874E-10
0.031000	0.003976	-6.128365E-7
0.032000	0.004415	2.062947E-9
0.033000	0.006708	2.287225E-6
0.034000	0.008827	-8.180683E-9
0.035000	0.008922	-8.536366E-6
0.036000	0.008827	3.232851E-8
0.037000	0.010567	3.185937E-5
0.038000	0.013242	-1.273619E-7
0.039000	0.015574	-0.000119
0.040000	0.017655	5.003666E-7
0.041000	0.019829	0.000444
0.042000	0.022068	-1.960878E-6
0.043000	0.024282	-0.002210
0.044000	0.026482	-0.004415
0.045000	0.028692	-0.004856
0.046000	0.030895	-0.004412
0.047000	0.033079	-0.004294
0.048000	0.035308	-0.004413
0.049000	0.037602	-0.004445
0.050000	0.039721	-0.004413
0.051000	0.041601	-0.004405
0.052000	0.044136	-0.004413
0.053000	0.048115	-0.004415
0.054000	0.052966	-0.004413
0.055000	0.057797	-0.004412
0.056000	0.061789	-0.004413
0.057000	0.064409	-0.004413
0.058000	0.066199	-0.004413
0.059000	0.067981	-0.004413
0.060000	0.070616	-0.004413
0.061000	0.074663	-0.004413
0.062000	0.079445	-0.004413
0.063000	0.084102	-0.004413
0.064000	0.088269	-0.004413
0.065000	0.092075	-0.004413
0.066000	0.097101	-0.004413
0.067000	0.104258	-0.004413
0.068000	0.110336	-0.004413
0.069000	0.112660	-0.004413
0.070000	0.114748	-0.004413
0.071000	0.120346	-0.004413
0.072000	0.127997	-0.004413
0.073000	0.135300	-0.004413
0.074000	0.141230	-0.004413
0.075000	0.145585	-0.004413
0.076000	0.150057	-0.004413
0.077000	0.156222	-0.004413
0.078000	0.163302	-0.004413
0.079000	0.170160	-0.004412
0.080000	0.176539	-0.004413
0.081000	0.182661	-0.004415
0.082000	0.189784	-0.004413
0.083000	0.198714	-0.004405
0.084000	0.207436	-0.004413
0.085000	0.214149	-0.004445
0.086000	0.220674	-0.004413
0.087000	0.229013	-0.004294
0.088000	0.238333	-0.004414
0.089000	0.247377	-0.004857
0.090000	0.255983	-0.004409
0.091000	0.264427	-0.002201
0.092000	0.273640	4.300813E-6
0.093000	0.284337	0.000451
0.094000	0.295711	-1.255761E-6
0.095000	0.306832	-0.000150
0.096000	0.317776	6.423699E-7
0.097000	0.328236	0.000151
0.098000	0.335407	-1.313943E-6
0.099000	0.338135	-0.000452
0.100000	0.344256	4.694185E-6
0.101000	0.359841	0.002215
0.102000	0.375146	0.004418
0.103000	0.380744	0.004863
0.104000	0.383957	0.004412
0.105000	0.393356	0.004263
0.106000	0.406046	0.004414
0.107000	0.417517	0.004562
0.108000	0.428105	0.004412
0.109000	0.439019	0.003969
0.110000	0.450173	0.004418
0.111000	0.461247	0.006599
0.112000	0.472239	0.008832
0.113000	0.483230	0.009388
0.114000	0.494305	0.008823
0.115000	0.505465	0.008261
0.116000	0.516369	0.008832
0.117000	0.526936	0.011084
0.118000	0.538443	0.013244
0.119000	0.551772	0.013639
0.120000	0.564921	0.013238
0.121000	0.576075	0.013251
0.122000	0.586985	0.013238
0.123000	0.599637	0.012791
0.124000	0.613474	0.013245
0.125000	0.627305	0.015577
0.126000	0.639943	0.017656
0.127000	0.650842	0.017618
0.128000	0.662011	0.017657
0.129000	0.675180	0.019879
0.130000	0.688492	0.022070
0.131000	0.700515	0.022061
0.132000	0.714993	0.022070
0.133000	0.734844	0.024284
0.134000	0.754712	0.026483
0.135000	0.769242	0.026477
0.136000	0.781167	0.026483
0.137000	0.794150	0.028694
0.138000	0.807651	0.030897
0.139000	0.820629	0.030900
0.140000	0.834136	0.030896
0.141000	0.848678	0.033068
0.142000	0.860590	0.035310
0.143000	0.867199	0.035462
0.144000	0.873830	0.035307
0.145000	0.885761	0.036928
0.146000	0.900335	0.039732
0.147000	0.913925	0.042499
0.148000	0.926807	0.044134
0.149000	0.939953	0.044126
0.150000	0.953288	0.044134
0.151000	0.966553	0.045796
0.152000	0.979767	0.048559
0.153000	0.993000	0.051322
0.154000	1.006246	0.052960
0.155000	1.019487	0.052926
0.156000	1.032726	0.052961
0.157000	1.045966	0.054733
0.158000	1.059205	0.057384
0.159000	1.072439	0.059736
0.160000	1.085684	0.061794
0.161000	1.098946	0.063851
0.162000	1.112163	0.066210
0.163000	1.125319	0.068868
0.164000	1.138644	0.070613
0.165000	1.152194	0.070602
0.166000	1.165116	0.070614
0.167000	1.176636	0.072395
0.168000	1.187171	0.075036
0.169000	1.197574	0.077327
0.170000	1.209252	0.079448
0.171000	1.222882	0.081742
0.172000	1.235722	0.083859
0.173000	1.245844	0.085631
0.174000	1.257809	0.088282
0.175000	1.275407	0.092700
0.176000	1.293116	0.097109
0.177000	1.305339	0.099749
0.178000	1.315154	0.101511
0.179000	1.326362	0.103601
0.180000	1.337216	0.105927
0.181000	1.345799	0.108166
0.182000	1.354875	0.110340
0.183000	1.366686	0.112536
0.184000	1.376922	0.114753
0.185000	1.381776	0.116970
0.186000	1.385737	0.119166
0.187000	1.393606	0.121341
0.188000	1.403414	0.123580
0.189000	1.412381	0.125903
0.190000	1.421063	0.127990
0.191000	1.430286	0.129764
0.192000	1.438706	0.132415
0.193000	1.445245	0.136802
0.194000	1.451947	0.141242
0.195000	1.460679	0.144009
0.196000	1.469603	0.145640
0.197000	1.476704	0.147255
0.198000	1.482830	0.150069
0.199000	1.489241	0.154646
0.200000	1.496075	0.158891
0.201000	1.503047	0.161057
0.202000	1.509305	0.163306
0.203000	1.514162	0.167698
0.204000	1.518119	0.172133
0.205000	1.522026	0.174485
0.206000	1.526960	0.176542
0.207000	1.533518	0.180372
0.208000	1.540201	0.185385
0.209000	1.545388	0.190365
0.210000	1.549006	0.194195
0.211000	1.551441	0.196360
0.212000	1.553412	0.198609
0.213000	1.555551	0.202599
0.214000	1.557827	0.207448
0.215000	1.560075	0.211978
0.216000	1.562239	0.216271
0.217000	1.564348	0.220643
0.218000	1.566655	0.225099
0.219000	1.569214	0.229562
0.220000	1.571058	0.233924
0.221000	1.571391	0.238177
0.222000	1.571048	0.242755
0.223000	1.570985	0.247759
0.224000	1.571050	0.251564
0.225000	1.570971	0.253211
0.226000	1.571053	0.255994
0.227000	1.571431	0.262594
0.228000	1.571041	0.269234
0.229000	1.569042	0.272128
0.230000	1.566621	0.273626
